originZip,originCity,originState,originCountry,destZip,destCity,destState,destCountry,scac,carrierName,lane,miles,originLat,originLng,destLat,destLng,equipmentTypeDesc,equipmentTypeCode,shipmentDate,lineHaul,accessorials,tax,fuel,shipper,consignee,direction
07102,Newark,NJ,US,90021,Los Angeles,CA,US,SWFT,Swift Logistics,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-08-02,4434,114.87,267.35,798.12,Wayne Distribution,Northwind Retail,third party
80216,Denver,CO,US,30303,Atlanta,GA,US,SCNN,Schneider National,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2026-03-30,2068.05,0,122.02,372.25,Soylent Goods,Cyberdyne Stores,third party
07102,Newark,NJ,US,75201,Dallas,TX,US,CRST,CRST Carriers,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2026-03-01,4557.25,0,268.88,820.31,Soylent Goods,Tyrell Depot,intercompany
90021,Los Angeles,CA,US,80216,Denver,CO,US,PAMT,PAM Transport,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2025-11-27,1811.69,0,106.89,326.1,Hooli Materials,Gekko Wholesale,third party
85034,Phoenix,AZ,US,75201,Dallas,TX,US,WERN,Werner Enterprises,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2025-11-03,1500.83,71.65,92.13,270.15,Soylent Goods,Vandelay Imports,inbound
07102,Newark,NJ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2025-08-25,3877,0,228.74,697.86,Wayne Distribution,Wonka Markets,third party
98108,Seattle,WA,US,07102,Newark,NJ,US,USXP,US Xpress,US-WA-Seattle-TO-Newark-NJ-US-RF,2393,47.55,-122.31,40.74,-74.17,Reefer,RF,2025-10-21,6675.84,0,393.87,1201.65,Hooli Materials,Gekko Wholesale,intercompany
80216,Denver,CO,US,43215,Columbus,OH,US,USXP,US Xpress,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-11-23,1885.2,426.96,132.57,339.34,Stark Components,Vandelay Imports,outbound
80216,Denver,CO,US,43215,Columbus,OH,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Columbus-OH-US-HS,1163,39.79,-104.97,39.96,-82.99,Hotshot,HS,2026-04-19,1730.86,0,102.12,311.56,Stark Components,Wonka Markets,intercompany
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2026-03-07,3082.74,406.74,202.22,554.89,Stark Components,Cyberdyne Stores,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-12-14,1226.81,466.72,95.72,220.83,Umbrella Foods,Wonka Markets,outbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-05-04,6864.76,180.33,414.04,1235.66,Globex Industries,Tyrell Depot,outbound
75201,Dallas,TX,US,64120,Kansas City,MO,US,WERN,Werner Enterprises,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-04-22,1005.49,65.08,62.58,180.99,Umbrella Foods,Tyrell Depot,intercompany
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2025-08-28,1586.8,0,93.62,285.62,Initech Supply,Northwind Retail,outbound
43215,Columbus,OH,US,33101,Miami,FL,US,JBHT,J.B. Hunt Freight,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2025-11-05,2183.4,121.51,134.9,393.01,Wayne Distribution,Tyrell Depot,outbound
07102,Newark,NJ,US,75201,Dallas,TX,US,SWFT,Swift Logistics,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2026-06-16,5114.64,0,301.76,920.64,Hooli Materials,Cyberdyne Stores,third party
80216,Denver,CO,US,30303,Atlanta,GA,US,WERN,Werner Enterprises,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2026-04-09,2870.56,0,169.36,516.7,Stark Components,Gekko Wholesale,third party
98108,Seattle,WA,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2025-10-30,2006.61,353.73,136.08,361.19,Soylent Goods,Massive Dynamic,third party
37210,Nashville,TN,US,85034,Phoenix,AZ,US,SCNN,Schneider National,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2026-02-02,3823.18,80.75,229.61,688.17,Stark Components,Tyrell Depot,outbound
80216,Denver,CO,US,37210,Nashville,TN,US,SCNN,Schneider National,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-09-29,1771.74,158.09,112.44,318.91,Hooli Materials,Wonka Markets,intercompany
80216,Denver,CO,US,37210,Nashville,TN,US,CRST,CRST Carriers,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-03-23,1886.54,236.78,123.15,339.58,Initech Supply,Tyrell Depot,outbound
80216,Denver,CO,US,43215,Columbus,OH,US,SWFT,Swift Logistics,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2026-01-05,3406.79,301.75,216.09,613.22,Stark Components,Cyberdyne Stores,inbound
80216,Denver,CO,US,07102,Newark,NJ,US,WERN,Werner Enterprises,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2026-01-25,5477.42,0,323.17,985.93,Hooli Materials,Vandelay Imports,inbound
85034,Phoenix,AZ,US,75201,Dallas,TX,US,SWFT,Swift Logistics,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2026-03-10,1268.79,204.67,85.09,228.38,Globex Industries,Wonka Markets,outbound
07102,Newark,NJ,US,75201,Dallas,TX,US,WERN,Werner Enterprises,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2025-11-27,2213.72,486.88,154.95,398.47,Wayne Distribution,Northwind Retail,third party
07102,Newark,NJ,US,75201,Dallas,TX,US,JBHT,J.B. Hunt Freight,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2025-12-24,2865.54,66.1,172.37,515.8,Soylent Goods,Vandelay Imports,inbound
37210,Nashville,TN,US,60601,Chicago,IL,US,SCNN,Schneider National,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2025-09-20,845.94,226,61.21,152.27,Acme Manufacturing,Northwind Retail,third party
80216,Denver,CO,US,33101,Miami,FL,US,PAMT,PAM Transport,US-CO-Denver-TO-Miami-FL-US-VN,1725,39.79,-104.97,25.78,-80.2,Dry Van,VN,2025-07-01,3336.42,0,196.85,600.56,Hooli Materials,Gekko Wholesale,intercompany
80216,Denver,CO,US,33101,Miami,FL,US,KNXX,Knight Transportation,US-CO-Denver-TO-Miami-FL-US-VN,1725,39.79,-104.97,25.78,-80.2,Dry Van,VN,2026-02-06,2502.37,0,147.64,450.43,Wayne Distribution,Vandelay Imports,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-08-08,4511.23,457.63,289.04,812.02,Wayne Distribution,Tyrell Depot,third party
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-05-23,2769.88,56.79,166.26,498.58,Soylent Goods,Northwind Retail,intercompany
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2025-08-14,300,0,17.7,54,Soylent Goods,Massive Dynamic,intercompany
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-01-26,5559.42,348.58,345.43,1000.7,Wayne Distribution,Tyrell Depot,third party
75201,Dallas,TX,US,64120,Kansas City,MO,US,SCNN,Schneider National,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-01-14,890.32,76.15,56.34,160.26,Wayne Distribution,Vandelay Imports,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2026-04-27,5149.03,0,303.79,926.82,Acme Manufacturing,Northwind Retail,inbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-11-29,4784.35,258.92,295.22,861.18,Umbrella Foods,Pied Piper Warehousing,third party
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-05-12,2624.15,309.78,170.31,472.35,Acme Manufacturing,Cyberdyne Stores,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-09-19,6234.77,346.84,385.19,1122.26,Acme Manufacturing,Northwind Retail,intercompany
37210,Nashville,TN,US,60601,Chicago,IL,US,PAMT,PAM Transport,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2026-03-06,785.32,0,46.33,141.36,Umbrella Foods,Vandelay Imports,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,SCNN,Schneider National,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-06-23,3516.22,104.54,212.68,632.92,Initech Supply,Massive Dynamic,third party
75201,Dallas,TX,US,60601,Chicago,IL,US,SCNN,Schneider National,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2026-02-08,1735.63,271.03,115.95,312.41,Umbrella Foods,Northwind Retail,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-08-18,4713.67,70.35,281.62,848.46,Umbrella Foods,Northwind Retail,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,CRST,CRST Carriers,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-09-23,2164.25,0,127.69,389.57,Wayne Distribution,Cyberdyne Stores,intercompany
33101,Miami,FL,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2026-04-01,4947.65,0,291.91,890.58,Wayne Distribution,Wonka Markets,inbound
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2026-01-20,4639.25,222.9,284.86,835.06,Hooli Materials,Cyberdyne Stores,inbound
37210,Nashville,TN,US,60601,Chicago,IL,US,WERN,Werner Enterprises,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2026-03-25,1099.84,100.18,69.9,197.97,Stark Components,Gekko Wholesale,inbound
85034,Phoenix,AZ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2026-05-18,1610.72,239.02,106.98,289.93,Wayne Distribution,Pied Piper Warehousing,outbound
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2025-06-22,3586.97,92.29,216.25,645.65,Globex Industries,Cyberdyne Stores,intercompany
37210,Nashville,TN,US,60601,Chicago,IL,US,WERN,Werner Enterprises,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2026-03-16,1074.94,486.83,87.76,193.49,Stark Components,Vandelay Imports,third party
75201,Dallas,TX,US,64120,Kansas City,MO,US,WERN,Werner Enterprises,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2025-07-14,949.02,0,55.99,170.82,Acme Manufacturing,Wonka Markets,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2026-02-11,4307.49,0,254.14,775.35,Acme Manufacturing,Vandelay Imports,outbound
80216,Denver,CO,US,60601,Chicago,IL,US,SCNN,Schneider National,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2025-10-25,2396.36,165,149.64,431.34,Wayne Distribution,Vandelay Imports,third party
98108,Seattle,WA,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2025-06-28,2233.56,176.41,140.6,402.04,Umbrella Foods,Vandelay Imports,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-08-21,4212.52,286.9,262.88,758.25,Soylent Goods,Cyberdyne Stores,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,SCNN,Schneider National,US-CO-Denver-TO-Columbus-OH-US-HS,1163,39.79,-104.97,39.96,-82.99,Hotshot,HS,2026-04-23,1626.12,0,95.94,292.7,Globex Industries,Gekko Wholesale,third party
80216,Denver,CO,US,37210,Nashville,TN,US,SCNN,Schneider National,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-07-20,1791.76,262.45,118.84,322.52,Stark Components,Vandelay Imports,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-11-06,1485.37,0,87.64,267.37,Soylent Goods,Tyrell Depot,inbound
33101,Miami,FL,US,85034,Phoenix,AZ,US,SWFT,Swift Logistics,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-06-20,5531.06,0,326.33,995.59,Globex Industries,Northwind Retail,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-11-10,3972.74,408.26,254.8,715.09,Umbrella Foods,Pied Piper Warehousing,inbound
80216,Denver,CO,US,33101,Miami,FL,US,SWFT,Swift Logistics,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2025-11-08,3807.92,461.39,247.74,685.43,Soylent Goods,Vandelay Imports,outbound
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2026-03-10,5357.89,442.6,338.25,964.42,Umbrella Foods,Gekko Wholesale,inbound
75201,Dallas,TX,US,64120,Kansas City,MO,US,PAMT,PAM Transport,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2025-08-01,815.71,0,48.13,146.83,Soylent Goods,Pied Piper Warehousing,outbound
80216,Denver,CO,US,07102,Newark,NJ,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2026-01-16,4255.82,0,251.09,766.05,Hooli Materials,Cyberdyne Stores,outbound
80216,Denver,CO,US,37210,Nashville,TN,US,CRST,CRST Carriers,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2026-05-10,2862.87,0,168.91,515.32,Umbrella Foods,Vandelay Imports,third party
07102,Newark,NJ,US,75201,Dallas,TX,US,CRST,CRST Carriers,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2026-05-04,2333.91,177.24,146.56,420.1,Initech Supply,Massive Dynamic,intercompany
07102,Newark,NJ,US,75201,Dallas,TX,US,USXP,US Xpress,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2025-07-10,4257.92,334.05,267.92,766.43,Globex Industries,Tyrell Depot,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,KNXX,Knight Transportation,US-CO-Denver-TO-Columbus-OH-US-HS,1163,39.79,-104.97,39.96,-82.99,Hotshot,HS,2025-12-08,2166.21,0,127.81,389.92,Stark Components,Vandelay Imports,third party
37210,Nashville,TN,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2026-02-12,3511.96,75.96,211,632.15,Wayne Distribution,Tyrell Depot,third party
80216,Denver,CO,US,43215,Columbus,OH,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-06-20,2828.47,0,166.88,509.12,Stark Components,Cyberdyne Stores,intercompany
33101,Miami,FL,US,85034,Phoenix,AZ,US,SCNN,Schneider National,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2026-04-26,5035.62,289.74,311.59,906.41,Acme Manufacturing,Pied Piper Warehousing,outbound
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2025-12-26,4101.55,407.49,262.37,738.28,Acme Manufacturing,Northwind Retail,inbound
98108,Seattle,WA,US,07102,Newark,NJ,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2025-12-28,5315.99,297.68,328.53,956.88,Acme Manufacturing,Vandelay Imports,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,USXP,US Xpress,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2025-12-28,2295.25,328.74,151.86,413.15,Soylent Goods,Cyberdyne Stores,outbound
98108,Seattle,WA,US,90021,Los Angeles,CA,US,KNXX,Knight Transportation,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2026-04-03,1630.97,242.5,108.35,293.57,Hooli Materials,Gekko Wholesale,inbound
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,PAMT,PAM Transport,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-05-15,3365.15,0,198.54,605.73,Hooli Materials,Massive Dynamic,outbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-09-04,5635.31,497.99,357.38,1014.36,Acme Manufacturing,Gekko Wholesale,outbound
80216,Denver,CO,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2025-08-07,3045.43,310.15,195.19,548.18,Wayne Distribution,Vandelay Imports,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2026-01-14,5257.69,0,310.2,946.38,Globex Industries,Vandelay Imports,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,SWFT,Swift Logistics,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-11-30,1095.55,292.76,79.28,197.2,Wayne Distribution,Gekko Wholesale,third party
43215,Columbus,OH,US,33101,Miami,FL,US,WERN,Werner Enterprises,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2026-01-18,2062.3,0,121.68,371.21,Stark Components,Pied Piper Warehousing,intercompany
64120,Kansas City,MO,US,75201,Dallas,TX,US,SCNN,Schneider National,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2026-02-26,1103.6,0,65.11,198.65,Globex Industries,Northwind Retail,inbound
80216,Denver,CO,US,07102,Newark,NJ,US,WERN,Werner Enterprises,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2026-03-24,3037.55,351.26,196.78,546.76,Soylent Goods,Tyrell Depot,outbound
85034,Phoenix,AZ,US,75201,Dallas,TX,US,USXP,US Xpress,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2026-05-06,1569.26,0,92.59,282.47,Globex Industries,Massive Dynamic,inbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-06-25,5878.46,138.13,353.74,1058.12,Acme Manufacturing,Massive Dynamic,inbound
75201,Dallas,TX,US,60601,Chicago,IL,US,USXP,US Xpress,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2025-10-26,1515.57,199.27,99.38,272.8,Umbrella Foods,Pied Piper Warehousing,outbound
43215,Columbus,OH,US,33101,Miami,FL,US,SCNN,Schneider National,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2026-01-08,1539.69,479.95,114.84,277.14,Hooli Materials,Northwind Retail,third party
80216,Denver,CO,US,37210,Nashville,TN,US,SCNN,Schneider National,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-08-29,2173.49,0,128.24,391.23,Hooli Materials,Cyberdyne Stores,intercompany
98108,Seattle,WA,US,07102,Newark,NJ,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2026-02-18,4806.53,0,283.59,865.18,Soylent Goods,Cyberdyne Stores,intercompany
80216,Denver,CO,US,07102,Newark,NJ,US,WERN,Werner Enterprises,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2026-02-15,4480.43,123.29,270.51,806.48,Stark Components,Wonka Markets,inbound
43215,Columbus,OH,US,33101,Miami,FL,US,WERN,Werner Enterprises,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2026-04-03,2104.51,319.19,140.13,378.81,Wayne Distribution,Cyberdyne Stores,outbound
98108,Seattle,WA,US,90021,Los Angeles,CA,US,KNXX,Knight Transportation,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2025-11-19,1757.72,0,103.71,316.39,Acme Manufacturing,Northwind Retail,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2025-08-17,1428.2,462.28,107.38,257.08,Acme Manufacturing,Pied Piper Warehousing,third party
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,SWFT,Swift Logistics,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2025-10-17,3011.42,303.44,192.85,542.06,Hooli Materials,Vandelay Imports,outbound
80216,Denver,CO,US,37210,Nashville,TN,US,PAMT,PAM Transport,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2026-05-12,3269.19,366.55,211.21,588.45,Globex Industries,Gekko Wholesale,outbound
98108,Seattle,WA,US,07102,Newark,NJ,US,SCNN,Schneider National,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2026-05-15,6140.62,0,362.3,1105.31,Globex Industries,Northwind Retail,intercompany
80216,Denver,CO,US,30303,Atlanta,GA,US,USXP,US Xpress,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2026-02-10,2976.16,0,175.59,535.71,Stark Components,Gekko Wholesale,third party
75201,Dallas,TX,US,64120,Kansas City,MO,US,WERN,Werner Enterprises,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-02-17,965.33,188.95,66.4,173.76,Acme Manufacturing,Pied Piper Warehousing,intercompany
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,SWFT,Swift Logistics,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-07-05,6312.64,0,372.45,1136.27,Umbrella Foods,Tyrell Depot,inbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-03-16,5801.26,67.39,345.64,1044.23,Umbrella Foods,Northwind Retail,inbound
